full_id,date,consumption,surface,temp
efzmmkseyekq,2021-05-04,1860.5,3953.1,11.097595
efzmmkseyekq,2021-05-05,2058.6666666666665,3953.1,9.370789
efzmmkseyekq,2021-05-06,2010.1666666666667,3953.1,8.481323
efzmmkseyekq,2021-05-07,2056.6666666666665,3953.1,9.631653
efzmmkseyekq,2021-05-08,1119.8333333333333,3953.1,14.368164
efzmmkseyekq,2021-05-09,925.3333333333333,3953.1,18.517853
efzmmkseyekq,2021-05-10,1421.3333333333333,3953.1,14.736572
efzmmkseyekq,2021-05-11,1718.3333333333333,3953.1,12.48645
efzmmkseyekq,2021-05-12,1601.8333333333333,3953.1,11.6944275
efzmmkseyekq,2021-05-13,1805.8333333333333,3953.1,11.402618
efzmmkseyekq,2021-05-14,1861.1666666666667,3953.1,10.717529
efzmmkseyekq,2021-05-15,1152.0,3953.1,11.721802
efzmmkseyekq,2021-05-16,1159.8333333333333,3953.1,12.300476
efzmmkseyekq,2021-05-17,1810.1666666666667,3953.1,12.3090515
efzmmkseyekq,2021-05-18,1884.1666666666667,3953.1,11.856018
efzmmkseyekq,2021-05-19,1780.0,3953.1,11.24472
efzmmkseyekq,2021-05-20,1714.0,3953.1,12.158691
efzmmkseyekq,2021-05-21,1590.3333333333333,3953.1,12.886139
efzmmkseyekq,2021-05-22,1020.5,3953.1,11.940063
efzmmkseyekq,2021-05-23,1012.6666666666667,3953.1,12.176147
efzmmkseyekq,2021-05-24,1843.8333333333333,3953.1,11.925812
efzmmkseyekq,2021-05-25,1889.6666666666667,3953.1,11.385956
efzmmkseyekq,2021-05-26,1726.0,3953.1,12.331116
efzmmkseyekq,2021-05-27,1553.5,3953.1,13.127777
efzmmkseyekq,2021-05-28,1403.1666666666667,3953.1,14.820618
efzmmkseyekq,2021-05-29,860.3333333333334,3953.1,16.260254
efzmmkseyekq,2021-05-30,826.1666666666666,3953.1,16.318481
efzmmkseyekq,2021-05-31,1266.8333333333333,3953.1,17.09793
efzmmkseyekq,2021-06-01,1441.3333333333333,3953.1,19.238129
efzmmkseyekq,2021-06-02,1343.5,3953.1,20.106445
efzmmkseyekq,2021-06-03,1576.6666666666667,3953.1,20.588074
efzmmkseyekq,2021-06-04,1371.3333333333333,3953.1,16.949768
efzmmkseyekq,2021-06-05,839.0,3953.1,16.252808
efzmmkseyekq,2021-06-06,855.8333333333334,3953.1,16.92572
efzmmkseyekq,2021-06-07,1334.8333333333333,3953.1,17.99945
efzmmkseyekq,2021-06-08,1490.6666666666667,3953.1,18.522705
efzmmkseyekq,2021-06-09,1230.1666666666667,3953.1,20.088562
efzmmkseyekq,2021-06-10,1433.8333333333333,3953.1,20.276245
efzmmkseyekq,2021-06-11,1444.6666666666667,3953.1,20.076324
efzmmkseyekq,2021-06-12,842.8333333333333,3953.1,18.634491
efzmmkseyekq,2021-06-13,854.1666666666666,3953.1,19.600037
efzmmkseyekq,2021-06-14,1545.3333333333333,3953.1,21.859558
efzmmkseyekq,2021-06-15,1836.6666666666667,3953.1,22.727905
efzmmkseyekq,2021-06-16,2033.6666666666667,3953.1,24.76706
efzmmkseyekq,2021-06-17,2078.6666666666665,3953.1,23.890808
efzmmkseyekq,2021-06-18,1772.5,3953.1,22.187988
efzmmkseyekq,2021-06-19,1088.1666666666667,3953.1,20.358917
efzmmkseyekq,2021-06-20,1047.5,3953.1,19.840729
efzmmkseyekq,2021-06-21,1516.6666666666667,3953.1,19.47293
efzmmkseyekq,2021-06-22,1440.3333333333333,3953.1,16.122711
efzmmkseyekq,2021-06-23,1382.3333333333333,3953.1,14.201477
efzmmkseyekq,2021-06-24,1343.5,3953.1,15.107758
efzmmkseyekq,2021-06-25,1279.8333333333333,3953.1,16.369324
efzmmkseyekq,2021-06-26,735.0,3953.1,18.351166
efzmmkseyekq,2021-06-27,739.6666666666666,3953.1,18.90918
efzmmkseyekq,2021-06-28,1291.8333333333333,3953.1,18.27069
efzmmkseyekq,2021-06-29,1367.3333333333333,3953.1,15.547424
efzmmkseyekq,2021-06-30,1446.3333333333333,3953.1,15.81192
efzmmkseyekq,2021-07-01,1394.5,3953.1,16.580994
efzmmkseyekq,2021-07-02,1447.8333333333333,3953.1,19.346436
efzmmkseyekq,2021-07-03,933.3333333333334,3953.1,19.661072
efzmmkseyekq,2021-07-04,861.5,3953.1,17.855774
efzmmkseyekq,2021-07-05,1364.3333333333333,3953.1,18.364044
efzmmkseyekq,2021-07-06,1312.5,3953.1,18.352753
efzmmkseyekq,2021-07-07,1373.3333333333333,3953.1,17.644196
efzmmkseyekq,2021-07-08,1484.6666666666667,3953.1,17.225647
efzmmkseyekq,2021-07-09,1411.1666666666667,3953.1,18.075073
efzmmkseyekq,2021-07-10,820.6666666666666,3953.1,17.128235
efzmmkseyekq,2021-07-11,826.3333333333334,3953.1,18.097473
efzmmkseyekq,2021-07-12,1318.3333333333333,3953.1,18.19696
efzmmkseyekq,2021-07-13,1293.0,3953.1,16.63327
efzmmkseyekq,2021-07-14,1176.5,3953.1,17.109406
efzmmkseyekq,2021-07-15,1352.8333333333333,3953.1,19.280762
efzmmkseyekq,2021-07-16,1292.1666666666667,3953.1,17.274872
efzmmkseyekq,2021-07-17,753.0,3953.1,17.970032
efzmmkseyekq,2021-07-18,775.1666666666666,3953.1,20.81958
efzmmkseyekq,2021-07-19,1389.1666666666667,3953.1,21.934479
efzmmkseyekq,2021-07-20,1597.1666666666667,3953.1,21.651855
efzmmkseyekq,2021-07-21,1755.1666666666667,3953.1,21.861694
efzmmkseyekq,2021-07-22,1665.3333333333333,3953.1,21.588928
efzmmkseyekq,2021-07-23,1555.5,3953.1,22.469757
efzmmkseyekq,2021-07-24,876.0,3953.1,19.969604
efzmmkseyekq,2021-07-25,824.8333333333334,3953.1,18.063354
efzmmkseyekq,2021-07-26,1374.6666666666667,3953.1,18.52118
efzmmkseyekq,2021-07-27,1277.0,3953.1,17.868134
efzmmkseyekq,2021-07-28,1261.8333333333333,3953.1,18.454285
efzmmkseyekq,2021-07-29,1370.8333333333333,3953.1,18.25
efzmmkseyekq,2021-07-30,1296.0,3953.1,18.19629
efzmmkseyekq,2021-07-31,770.5,3953.1,17.477966
efzmmkseyekq,2021-08-01,769.1666666666666,3953.1,17.320557
efzmmkseyekq,2021-08-02,1290.6666666666667,3953.1,16.876343
efzmmkseyekq,2021-08-03,1327.3333333333333,3953.1,16.169708
efzmmkseyekq,2021-08-04,1247.8333333333333,3953.1,15.956299
efzmmkseyekq,2021-08-05,1298.5,3953.1,18.3656
efzmmkseyekq,2021-08-06,1291.6666666666667,3953.1,18.314941
efzmmkseyekq,2021-08-07,759.3333333333334,3953.1,16.794434
efzmmkseyekq,2021-08-08,746.0,3953.1,16.827484
efzmmkseyekq,2021-08-09,1303.0,3953.1,17.767975
efzmmkseyekq,2021-08-10,1312.6666666666667,3953.1,18.354523
efzmmkseyekq,2021-08-11,1339.3333333333333,3953.1,19.214386
efzmmkseyekq,2021-08-12,1453.6666666666667,3953.1,21.673706
efzmmkseyekq,2021-08-13,1335.1666666666667,3953.1,20.928772
efzmmkseyekq,2021-08-14,683.3333333333334,3953.1,20.460938
efzmmkseyekq,2021-08-15,732.1666666666666,3953.1,21.11554
efzmmkseyekq,2021-08-16,1200.3333333333333,3953.1,17.436218
efzmmkseyekq,2021-08-17,898.1666666666666,3953.1,16.04889
efzmmkseyekq,2021-08-18,1109.1666666666667,3953.1,17.574188
efzmmkseyekq,2021-08-19,1182.0,3953.1,17.759216
efzmmkseyekq,2021-08-20,1166.6666666666667,3953.1,19.618713
efzmmkseyekq,2021-08-21,678.3333333333334,3953.1,20.09201
efzmmkseyekq,2021-08-22,681.8333333333334,3953.1,18.17804
efzmmkseyekq,2021-08-23,1193.0,3953.1,18.30194
efzmmkseyekq,2021-08-24,1290.6666666666667,3953.1,18.690002
efzmmkseyekq,2021-08-25,1347.3333333333333,3953.1,18.429077
efzmmkseyekq,2021-08-26,1330.1666666666667,3953.1,16.046112
efzmmkseyekq,2021-08-27,1276.5,3953.1,16.761444
efzmmkseyekq,2021-08-28,768.0,3953.1,16.430176
efzmmkseyekq,2021-08-29,752.1666666666666,3953.1,16.368958
efzmmkseyekq,2021-08-30,1233.3333333333333,3953.1,17.863983
efzmmkseyekq,2021-08-31,1242.0,3953.1,17.819885
efzmmkseyekq,2021-09-01,1262.8333333333333,3953.1,17.421448
efzmmkseyekq,2021-09-02,1257.0,3953.1,18.08545
efzmmkseyekq,2021-09-03,1392.0,3953.1,19.962463
efzmmkseyekq,2021-09-04,885.8333333333334,3953.1,21.20642
efzmmkseyekq,2021-09-05,929.6666666666666,3953.1,21.434204
efzmmkseyekq,2021-09-06,1557.1666666666667,3953.1,21.877075
efzmmkseyekq,2021-09-07,1586.6666666666667,3953.1,22.208923
efzmmkseyekq,2021-09-08,1650.1666666666667,3953.1,23.350128
efzmmkseyekq,2021-09-09,1698.1666666666667,3953.1,22.117493
efzmmkseyekq,2021-09-10,1497.6666666666667,3953.1,20.294952
efzmmkseyekq,2021-09-11,892.3333333333334,3953.1,18.150146
efzmmkseyekq,2021-09-12,876.1666666666666,3953.1,17.52356
efzmmkseyekq,2021-09-13,1379.3333333333333,3953.1,19.528046
efzmmkseyekq,2021-09-14,1467.0,3953.1,19.87381
efzmmkseyekq,2021-09-15,1430.8333333333333,3953.1,19.66455
efzmmkseyekq,2021-09-16,1336.0,3953.1,17.397308
efzmmkseyekq,2021-09-17,1378.6666666666667,3953.1,18.249634
efzmmkseyekq,2021-09-18,770.0,3953.1,17.680054
efzmmkseyekq,2021-09-19,739.5,3953.1,17.435486
efzmmkseyekq,2021-09-20,1313.5,3953.1,16.535767
efzmmkseyekq,2021-09-21,1340.1666666666667,3953.1,14.671539
efzmmkseyekq,2021-09-22,1000.3329999999999,3953.1,14.348267
efzmmkseyekq,2021-09-23,836.0,3953.1,15.251434
efzmmkseyekq,2021-09-24,790.8333333333334,3953.1,15.6475525
efzmmkseyekq,2021-09-25,746.1666666666666,3953.1,16.994629
efzmmkseyekq,2021-09-26,726.0,3953.1,17.3544
efzmmkseyekq,2021-09-27,767.0,3953.1,16.028564
efzmmkseyekq,2021-09-28,1119.8333333333333,3953.1,14.168579
efzmmkseyekq,2021-09-29,1393.3333333333333,3953.1,13.341919
efzmmkseyekq,2021-09-30,1408.8333333333333,3953.1,12.090515
efzmmkseyekq,2021-10-01,1395.8333333333333,3953.1,13.093506
efzmmkseyekq,2021-10-02,777.3333333333334,3953.1,15.235107
efzmmkseyekq,2021-10-03,742.8333333333334,3953.1,15.047943
efzmmkseyekq,2021-10-04,1388.3333333333333,3953.1,13.386597
efzmmkseyekq,2021-10-05,1467.6666666666667,3953.1,13.368164
efzmmkseyekq,2021-10-06,1448.1666666666667,3953.1,12.749756
efzmmkseyekq,2021-10-07,1411.6666666666667,3953.1,11.480072
efzmmkseyekq,2021-10-08,1391.1666666666667,3953.1,12.294495
efzmmkseyekq,2021-10-09,760.5,3953.1,12.217133
efzmmkseyekq,2021-10-10,841.0,3953.1,10.923492
efzmmkseyekq,2021-10-11,1525.1666666666667,3953.1,12.320496
efzmmkseyekq,2021-10-12,1568.6666666666667,3953.1,11.186584
efzmmkseyekq,2021-10-13,1533.0,3953.1,10.43689
efzmmkseyekq,2021-10-14,1531.3333333333333,3953.1,9.927185
efzmmkseyekq,2021-10-15,1532.6666666666667,3953.1,11.15802
efzmmkseyekq,2021-10-16,843.0,3953.1,10.757202
efzmmkseyekq,2021-10-17,946.1666666666666,3953.1,9.549561
efzmmkseyekq,2021-10-18,1421.5,3953.1,12.66452
efzmmkseyekq,2021-10-19,1279.8333333333333,3953.1,17.75293
efzmmkseyekq,2021-10-20,1219.6666666666667,3953.1,17.393097
efzmmkseyekq,2021-10-21,1532.0,3953.1,10.86554
efzmmkseyekq,2021-10-22,1650.0,3953.1,8.243378
efzmmkseyekq,2021-10-23,816.6666666666666,3953.1,10.2204895
efzmmkseyekq,2021-10-24,917.5,3953.1,8.503326
efzmmkseyekq,2021-10-25,1608.1666666666667,3953.1,11.232849
efzmmkseyekq,2021-10-26,1626.1666666666667,3953.1,11.593201
efzmmkseyekq,2021-10-27,1557.1666666666667,3953.1,11.544067
efzmmkseyekq,2021-10-28,1554.1666666666667,3953.1,11.8489685
efzmmkseyekq,2021-10-29,1527.3333333333333,3953.1,12.816772
efzmmkseyekq,2021-10-30,838.3333333333334,3953.1,12.819763
efzmmkseyekq,2021-10-31,849.8333333333334,3953.1,11.905853
efzmmkseyekq,2021-11-01,1740.6666666666667,3953.1,10.047913
efzmmkseyekq,2021-11-02,1925.3333333333333,3953.1,8.697266
efzmmkseyekq,2021-11-03,2156.6666666666665,3953.1,7.7351074
efzmmkseyekq,2021-11-04,2257.0,3953.1,7.210266
efzmmkseyekq,2021-11-05,2095.8333333333335,3953.1,7.9888306
efzmmkseyekq,2021-11-06,1177.3333333333333,3953.1,6.569916
efzmmkseyekq,2021-11-07,1169.5,3953.1,9.194611
efzmmkseyekq,2021-11-08,2120.3333333333335,3953.1,7.446289
efzmmkseyekq,2021-11-09,2168.5,3953.1,6.4127502
efzmmkseyekq,2021-11-10,2352.1666666666665,3953.1,3.3240356
efzmmkseyekq,2021-11-11,2166.1666666666665,3953.1,3.0406494
efzmmkseyekq,2021-11-12,2190.0,3953.1,7.3123474
efzmmkseyekq,2021-11-13,1212.5,3953.1,11.565063
efzmmkseyekq,2021-11-14,1245.3333333333333,3953.1,10.207672
efzmmkseyekq,2021-11-15,2745.1666666666665,3953.1,8.114075
efzmmkseyekq,2021-11-16,2909.3333333333335,3953.1,7.2472534
efzmmkseyekq,2021-11-17,2445.8333333333335,3953.1,9.175049
efzmmkseyekq,2021-11-18,2531.0,3953.1,5.874481
efzmmkseyekq,2021-11-19,2298.5,3953.1,8.044922
efzmmkseyekq,2021-11-20,1428.5,3953.1,8.015778
efzmmkseyekq,2021-11-21,1472.0,3953.1,6.909607
efzmmkseyekq,2021-11-22,2855.1666666666665,3953.1,4.790161
efzmmkseyekq,2021-11-23,3031.0,3953.1,3.895111
efzmmkseyekq,2021-11-24,3000.3333333333335,3953.1,3.5648499
efzmmkseyekq,2021-11-25,2805.6666666666665,3953.1,4.2925415
efzmmkseyekq,2021-11-26,2938.0,3953.1,4.3143616
efzmmkseyekq,2021-11-27,1870.3333333333333,3953.1,3.461731
efzmmkseyekq,2021-11-28,2037.3333333333335,3953.1,3.517395
efzmmkseyekq,2021-11-29,3310.6666666666665,3953.1,2.458313
efzmmkseyekq,2021-11-30,3101.3333333333335,3953.1,6.567871
efzmmkseyekq,2021-12-01,2819.1666666666665,3953.1,8.02066
efzmmkseyekq,2021-12-02,3229.6666666666665,3953.1,3.5847778
efzmmkseyekq,2021-12-03,3372.5,3953.1,2.9828796
efzmmkseyekq,2021-12-04,1846.8333333333333,3953.1,8.663971
efzmmkseyekq,2021-12-05,2025.3333333333335,3953.1,4.750061
efzmmkseyekq,2021-12-06,3157.0,3953.1,5.4993286
efzmmkseyekq,2021-12-07,3321.1666666666665,3953.1,5.4019775
efzmmkseyekq,2021-12-08,3173.1666666666665,3953.1,4.2393494
efzmmkseyekq,2021-12-09,3297.6666666666665,3953.1,3.9767761
efzmmkseyekq,2021-12-10,3091.8333333333335,3953.1,6.044861
efzmmkseyekq,2021-12-11,1927.3333333333333,3953.1,4.982971
efzmmkseyekq,2021-12-12,1838.1666666666667,3953.1,8.7144165
efzmmkseyekq,2021-12-13,2777.1666666666665,3953.1,7.9034424
efzmmkseyekq,2021-12-14,2927.1666666666665,3953.1,5.015747
efzmmkseyekq,2021-12-15,2732.5,3953.1,5.895111
efzmmkseyekq,2021-12-16,2593.1666666666665,3953.1,7.2504883
efzmmkseyekq,2021-12-17,2574.6666666666665,3953.1,6.156952
efzmmkseyekq,2021-12-18,1516.1666666666667,3953.1,4.9417114
efzmmkseyekq,2021-12-19,1625.5,3953.1,5.3046265
efzmmkseyekq,2021-12-20,2970.1666666666665,3953.1,4.5216064
efzmmkseyekq,2021-12-21,3437.1666666666665,3953.1,0.4684143
efzmmkseyekq,2021-12-22,3870.0,3953.1,-1.4744873
efzmmkseyekq,2021-12-23,3191.0,3953.1,4.1946106
efzmmkseyekq,2021-12-24,2339.3333333333335,3953.1,7.503174
efzmmkseyekq,2021-12-25,1324.1666666666667,3953.1,7.193634
efzmmkseyekq,2021-12-26,1402.1666666666667,3953.1,8.13327
efzmmkseyekq,2021-12-27,2173.6666666666665,3953.1,9.75943
efzmmkseyekq,2021-12-28,2111.6666666666665,3953.1,11.254639
efzmmkseyekq,2021-12-29,1872.6666666666667,3953.1,12.304169
efzmmkseyekq,2021-12-30,1689.1666666666667,3953.1,12.799042
efzmmkseyekq,2021-12-31,1707.3333333333333,3953.1,10.638489
efzmmkseyekq,2022-01-01,922.5,3953.1,10.359161
efzmmkseyekq,2022-01-02,938.1666666666666,3953.1,11.832825
efzmmkseyekq,2022-01-03,1732.6666666666667,3953.1,10.899414
efzmmkseyekq,2022-01-04,2228.8333333333335,3953.1,8.176453
efzmmkseyekq,2022-01-05,2849.0,3953.1,3.2775574
efzmmkseyekq,2022-01-06,3156.5,3953.1,2.3479614
efzmmkseyekq,2022-01-07,3073.3333333333335,3953.1,4.8829346
efzmmkseyekq,2022-01-08,2025.8333333333333,3953.1,5.8777466
efzmmkseyekq,2022-01-09,2043.0,3953.1,4.7812805
efzmmkseyekq,2022-01-10,3280.0,3953.1,2.9301147
efzmmkseyekq,2022-01-11,3728.0,3953.1,1.3536377
efzmmkseyekq,2022-01-12,3626.5,3953.1,1.5449219
efzmmkseyekq,2022-01-13,3550.3333333333335,3953.1,2.10495
efzmmkseyekq,2022-01-14,3166.8333333333335,3953.1,1.1794128
efzmmkseyekq,2022-01-15,2096.8333333333335,3953.1,0.29067993
efzmmkseyekq,2022-01-16,2174.1666666666665,3953.1,3.6095886
efzmmkseyekq,2022-01-17,3092.1666666666665,3953.1,4.920807
efzmmkseyekq,2022-01-18,3059.8333333333335,3953.1,4.299011
efzmmkseyekq,2022-01-19,2954.8333333333335,3953.1,4.2168884
efzmmkseyekq,2022-01-20,3171.5,3953.1,3.3154907
efzmmkseyekq,2022-01-21,3297.3333333333335,3953.1,2.3146057
efzmmkseyekq,2022-01-22,2053.0,3953.1,3.3545227
efzmmkseyekq,2022-01-23,2086.8333333333335,3953.1,3.6886292
efzmmkseyekq,2022-01-24,3312.1666666666665,3953.1,1.649353
efzmmkseyekq,2022-01-25,3993.5,3953.1,-0.102386475
efzmmkseyekq,2022-01-26,3851.8333333333335,3953.1,1.9086304
efzmmkseyekq,2022-01-27,3281.6666666666665,3953.1,5.0652466
efzmmkseyekq,2022-01-28,2923.3333333333335,3953.1,5.4329834
efzmmkseyekq,2022-01-29,1851.3333333333335,3953.1,8.228729
efzmmkseyekq,2022-01-30,1668.0,3953.1,6.4822083
efzmmkseyekq,2022-01-31,2686.8333333333335,3953.1,5.956421
efzmmkseyekq,2022-02-01,2602.3333333333335,3953.1,6.486328
efzmmkseyekq,2022-02-02,2324.8333333333335,3953.1,8.803955
efzmmkseyekq,2022-02-03,2458.5,3953.1,6.8422546
efzmmkseyekq,2022-02-04,2434.5,3953.1,6.972992
